activity_period,operating_airline,operating_airline_iata,published_airline,published_airline_iata,geo_summary,geo_region,activity_type,price_category,terminal,boarding_area,passenger_count
201709,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,213
201709,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,1179
201709,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6753
201709,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,6061
201709,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,Terminal 3,F,248
201709,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,244
201709,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,388
201709,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,54
201709,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,10556
201709,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,8157
201709,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8944
201709,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,10424
201709,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,39979
201709,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,42497
201709,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,466
201709,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,12949
201709,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,2508
201709,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,162
201709,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,10317
201709,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,5497
201709,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,5188
201709,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,218204
201709,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,223301
201709,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,1910
201709,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,1846
201709,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13638
201709,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,14990
201709,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,3030
201709,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,3122
201709,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,8589
201709,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,8069
201709,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,G,10410
201709,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,G,9980
201709,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,2075
201709,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,2291
201710,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,8132
201710,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,6389
201710,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,10712
201710,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,11511
201710,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,2059
201710,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,3086
201710,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,40004
201710,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,38263
201710,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,8816
201710,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,10163
201710,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,16084
201710,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,16026
201710,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,5349
201710,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,5813
201710,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7661
201710,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8925
201710,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,1559
201710,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,1615
201710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,13308
201710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,11789
201710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,48100
201710,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,45415
201710,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,10464
201710,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,10785
201710,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7142
201710,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6829
201710,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,53224
201710,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,60122
201710,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,113725
201710,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,105938
201710,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7425
201710,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8720
201710,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,21052
201710,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20333
201710,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,6232
201710,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,6201
201710,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,16576
201710,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,22628
201710,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10208
201710,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11509
201710,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,8026
201710,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,10177
201710,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,8760
201710,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,10421
201710,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5173
201710,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,4390
201710,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,22680
201710,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,22007
201710,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,162402
201710,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,160720
201710,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,15743
201710,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,18125
201710,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,10316
201710,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,11534
201710,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,2539
201710,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,2539
201710,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,19211
201710,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18596
201710,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,15707
201710,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,16575
201710,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,2659
201710,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,2898
201710,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6526
201710,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6399
201710,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,3768
201710,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,3364
201710,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,71587
201710,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,70427
201710,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,150
201710,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,84
201710,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,14973
201710,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,13941
201710,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,11309
201710,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,14556
201710,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,23694
201710,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,22133
201710,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,9438
201710,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10582
201710,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,6993
201710,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,8635
201710,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,7057
201710,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,6293
201710,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11474
201710,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14118
201710,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,3703
201710,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,3469
201710,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,16416
201710,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,16301
201710,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,6576
201710,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,6505
201710,SkyWest Airlines,OO,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,55
201710,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,128547
201710,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,131032
201710,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1378
201710,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,3935
201710,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,4872
201710,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,160464
201710,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,159424
201710,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,122
201710,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,7289
201710,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,7149
201710,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,9872
201710,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,8242
201710,Swissport USA,,Swissport USA,,International,Europe,Deplaned,Other,International,A,73
201710,Swissport USA,,Swissport USA,,International,Europe,Enplaned,Other,International,A,73
201710,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,5056
201710,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,5559
201710,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Deplaned,Other,International,G,1985
201710,Thomas Cook Airlines,MT,Thomas Cook Airlines,MT,International,Europe,Enplaned,Other,International,G,2113
201710,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9774
201710,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8931
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,22188
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,22326
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,239
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,302672
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,306651
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,1
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,473183
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,465405
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,94
201710,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,73858
201710,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,83262
201710,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,Terminal 3,F,224
201710,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,F,1231
201710,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,5774
201710,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,7509
201710,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,431
201710,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,394
201710,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,9600
201710,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,5714
201710,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8950
201710,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,11952
201710,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,38231
201710,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,30658
201710,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,369
201710,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,16354
201710,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,4062
201710,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,1957
201710,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,12041
201710,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,6048
201710,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,6233
201710,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,238212
201710,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,239229
201710,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,2968
201710,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,2650
201710,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11139
201710,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10367
201710,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,2834
201710,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,3111
201710,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,4378
201710,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,5411
201710,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,G,6725
201710,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,G,6533
201711,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,5931
201711,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,6378
201711,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,12568
201711,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,13876
201711,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,28940
201711,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,27765
201711,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9020
201711,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,9550
201711,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,7865
201711,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,7413
201711,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,5553
201711,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,6069
201711,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6166
201711,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5854
201711,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,738
201711,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,704
201711,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,10725
201711,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,9303
201711,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,50491
201711,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,51235
201711,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7645
201711,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,7609
201711,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6578
201711,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6613
201711,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,51018
201711,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,53127
201711,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,103834
201711,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,103284
201711,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8026
201711,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7719
201711,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,14715
201711,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,15430
201711,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,6012
201711,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,6950
201711,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,20998
201711,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,23677
201711,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10608
201711,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11135
201711,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,8754
201711,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,9266
201711,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,7153
201711,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,7111
201711,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5336
201711,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,4948
201711,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,23540
201711,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,22997
201711,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,142625
201711,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,141225
201711,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,19391
201711,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,21363
201711,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,11270
201711,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,13939
201711,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,16558
201711,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,16471
201711,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,14388
201711,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,15861
201711,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,2255
201711,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,2470
201711,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5888
201711,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5656
201711,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,3768
201711,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,3364
201711,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,62453
201711,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,63593
201711,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8239
201711,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,8187
201711,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,11308
201711,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,11860
201711,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21019
201711,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21139
201711,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10116
201711,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10512
201711,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,7111
201711,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,7497
201711,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,5470
201711,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,6009
201711,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,12410
201711,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13204
201711,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,3159
201711,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,3507
201711,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,18090
201711,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,18600
201711,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,75
201711,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,6720
201711,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,6566
201711,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,121789
201711,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,119799
201711,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1302
201711,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,4439
201711,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5565
201711,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,163669
201711,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,163671
201711,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,96
